|latitude|longitude|routeNumber|updated|plannedArrivalTime|device|segment|ATE
194|22.283745|113.551956|1|2018-05-22 23:53:26.391|8:30|0|1|2018-05-23 00:22:53.412
195|22.284817|113.551804|1|2018-05-22 23:53:42.487|8:30|0|1|2018-05-23 00:22:53.412
196|22.286501|113.551689|1|2018-05-22 23:53:58.527|8:30|0|1|2018-05-23 00:22:53.412
197|22.286854|113.551933|1|2018-05-22 23:54:14.620|8:30|0|1|2018-05-23 00:22:53.412
198|22.287121|113.553749|1|2018-05-22 23:54:30.680|8:30|0|1|2018-05-23 00:22:53.412
199|22.287315|113.555153|1|2018-05-22 23:54:46.741|8:30|0|1|2018-05-23 00:22:53.412
200|22.287334|113.55538200000001|1|2018-05-22 23:55:03.639|8:30|0|1|2018-05-23 00:22:53.412
201|22.287520999999998|113.556252|1|2018-05-22 23:55:19.721|8:30|0|1|2018-05-23 00:22:53.412
202|22.287958|113.557877|1|2018-05-22 23:55:35.879|8:30|0|1|2018-05-23 00:22:53.412
203|22.288073|113.558365|1|2018-05-22 23:55:56.499|8:30|0|1|2018-05-23 00:22:53.412
204|22.288073|113.558357|1|2018-05-22 23:56:13.178|8:30|0|1|2018-05-23 00:22:53.412
205|22.288073|113.558357|1|2018-05-22 23:56:29.262|8:30|0|1|2018-05-23 00:22:53.412
206|22.288073999999998|113.558357|1|2018-05-22 23:56:45.320|8:30|0|1|2018-05-23 00:22:53.412
207|22.288095000000002|113.558502|1|2018-05-22 23:57:01.360|8:30|0|1|2018-05-23 00:22:53.412
208|22.288607|113.559868|1|2018-05-22 23:57:21.797|8:30|0|1|2018-05-23 00:22:53.412
209|22.289768|113.561745|1|2018-05-22 23:57:38.734|8:30|0|1|2018-05-23 00:22:53.412
210|22.290688|113.563278|1|2018-05-22 23:57:54.796|8:30|0|1|2018-05-23 00:22:53.412
211|22.291044|113.56385800000001|1|2018-05-22 23:58:11.052|8:30|0|1|2018-05-23 00:22:53.412
212|22.291044|113.563896|1|2018-05-22 23:58:26.960|8:30|0|1|2018-05-23 00:22:53.412
213|22.291044|113.563896|1|2018-05-22 23:58:43.017|8:30|0|1|2018-05-23 00:22:53.412
214|22.291195000000002|113.564201|1|2018-05-22 23:58:59.076|8:30|0|1|2018-05-23 00:22:53.412
215|22.292191|113.56572|1|2018-05-22 23:59:15.154|8:30|0|1|2018-05-23 00:22:53.412
216|22.293131|113.566727|1|2018-05-22 23:59:32.256|8:30|0|1|2018-05-23 00:22:53.412
217|22.294554|113.56779499999999|1|2018-05-22 23:59:48.181|8:30|0|1|2018-05-23 00:22:53.412
218|22.29561|113.568146|1|2018-05-23 00:00:05.100|8:30|0|1|2018-05-23 00:22:53.412
219|22.29541|113.56920600000001|1|2018-05-23 00:00:21.170|8:30|0|1|2018-05-23 00:22:53.412
220|22.295376|113.57070900000001|1|2018-05-23 00:00:37.234|8:30|0|1|2018-05-23 00:22:53.412
221|22.29541|113.57206000000001|1|2018-05-23 00:00:54.196|8:30|0|1|2018-05-23 00:22:53.412
222|22.295425|113.572906|1|2018-05-23 00:01:10.391|8:30|0|1|2018-05-23 00:22:53.412
223|22.296675|113.57301299999999|1|2018-05-23 00:01:26.369|8:30|0|1|2018-05-23 00:22:53.412
224|22.298970999999998|113.573357|1|2018-05-23 00:01:42.571|8:30|0|1|2018-05-23 00:22:53.412
225|22.301544|113.573959|1|2018-05-23 00:01:58.729|8:30|0|1|2018-05-23 00:22:53.412
226|22.303499|113.57453899999999|1|2018-05-23 00:02:15.610|8:30|0|1|2018-05-23 00:22:53.412
227|22.304626000000003|113.57523300000001|1|2018-05-23 00:02:32.393|8:30|0|1|2018-05-23 00:22:53.412
228|22.30555|113.575745|1|2018-05-23 00:02:49.689|8:30|0|1|2018-05-23 00:22:53.412
229|22.306599|113.576355|1|2018-05-23 00:03:07.208|8:30|0|1|2018-05-23 00:22:53.412
230|22.3067|113.57637|1|2018-05-23 00:03:23.285|8:30|0|1|2018-05-23 00:22:53.412
231|22.306694|113.57637|1|2018-05-23 00:03:39.388|8:30|0|1|2018-05-23 00:22:53.412
232|22.3067|113.57637|1|2018-05-23 00:03:55.425|8:30|0|1|2018-05-23 00:22:53.412
233|22.306867999999998|113.576477|1|2018-05-23 00:04:11.465|8:30|0|1|2018-05-23 00:22:53.412
234|22.307806|113.57695|1|2018-05-23 00:04:27.548|8:30|0|1|2018-05-23 00:22:53.412
235|22.308372|113.57723999999999|1|2018-05-23 00:04:43.587|8:30|0|1|2018-05-23 00:22:53.412
236|22.308598999999997|113.57737|1|2018-05-23 00:04:59.710|8:30|0|1|2018-05-23 00:22:53.412
237|22.308601|113.57737|1|2018-05-23 00:05:15.728|8:30|0|1|2018-05-23 00:22:53.412
